,Noise Level,Classifier,IndexRep,Accuracy
0,0.0,Random Forest,0,0.9840255591054313
1,0.0,SVM (RBF),0,0.9776357827476039
2,0.0,XGBoost,0,0.9840255591054313
3,0.0,MLP,0,0.9041533546325878
4,0.0,Random Forest,1,0.9808306709265175
5,0.0,SVM (RBF),1,0.9744408945686901
6,0.0,XGBoost,1,0.9776357827476039
7,0.0,MLP,1,0.9456869009584664
8,0.0,Random Forest,2,0.9776357827476039
9,0.0,SVM (RBF),2,0.9776357827476039
10,0.0,XGBoost,2,0.9808306709265175
11,0.0,MLP,2,0.9297124600638977
12,0.0,Random Forest,3,0.9904153354632588
13,0.0,SVM (RBF),3,0.9744408945686901
14,0.0,XGBoost,3,0.9776357827476039
15,0.0,MLP,3,0.9009584664536742
16,0.0,Random Forest,4,0.987220447284345
17,0.0,SVM (RBF),4,0.9936102236421726
18,0.0,XGBoost,4,0.987220447284345
19,0.0,MLP,4,0.939297124600639
20,0.0,Random Forest,5,0.9936102236421726
21,0.0,SVM (RBF),5,0.9648562300319489
22,0.0,XGBoost,5,0.9904153354632588
23,0.0,MLP,5,0.9297124600638977
24,0.0,Random Forest,6,0.9904153354632588
25,0.0,SVM (RBF),6,0.9808306709265175
26,0.0,XGBoost,6,0.9840255591054313
27,0.0,MLP,6,0.9137380191693291
28,0.0,Random Forest,7,0.9808306709265175
29,0.0,SVM (RBF),7,0.9744408945686901
30,0.0,XGBoost,7,0.9840255591054313
31,0.0,MLP,7,0.9105431309904153
32,0.0,Random Forest,8,0.9840255591054313
33,0.0,SVM (RBF),8,0.987220447284345
34,0.0,XGBoost,8,0.9808306709265175
35,0.0,MLP,8,0.8849840255591054
36,0.0,Random Forest,9,0.9968051118210862
37,0.0,SVM (RBF),9,0.9808306709265175
38,0.0,XGBoost,9,0.9840255591054313
39,0.0,MLP,9,0.8242811501597445
40,0.0,Random Forest,10,0.9936102236421726
41,0.0,SVM (RBF),10,0.9904153354632588
42,0.0,XGBoost,10,0.9904153354632588
43,0.0,MLP,10,0.9424920127795527
44,0.0,Random Forest,11,0.9840255591054313
45,0.0,SVM (RBF),11,0.9776357827476039
46,0.0,XGBoost,11,0.9904153354632588
47,0.0,MLP,11,0.8817891373801917
48,0.0,Random Forest,12,0.9936102236421726
